family_id,device_name,device_mac,resample_at,resample_at_utc,event_seq,acvl,resample_acvl,resample_acvl_increment,01_744DBD2A408C_rssi,02_744DBD2A4C34_rssi,04_744DBD2A4BF8_rssi,05_744DBD2A4C0C_rssi,07_744DBD2A40BC_rssi,08_2462ABC02780_rssi,09_744DBD2A4C20_rssi,10_744DBD2A4C00_rssi,12_744DBD2A4BE4_rssi,13_2462ABC1C7E0_rssi
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370286,2025/03/19 07:44:46,20768,16324892,16324876.00,13.98,,,,,,-65.41,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370287,2025/03/19 07:44:47,20768,16324892,16324889.99,13.98,,,,,,-63.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370304,2025/03/19 07:45:04,20773,16325250,16325293.09,403.10,,,,,,-76.25,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370305,2025/03/19 07:45:05,20774,16325479,16325454.47,161.38,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370306,2025/03/19 07:45:06,20774,16325479,16325499.40,44.93,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370307,2025/03/19 07:45:07,20774,16325479,16325523.45,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370308,2025/03/19 07:45:08,20774,16325479,16325547.51,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370309,2025/03/19 07:45:09,20776,16325661,16325571.56,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370310,2025/03/19 07:45:10,20776,16325661,16325595.62,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370311,2025/03/19 07:45:11,20776,16325661,16325619.67,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370312,2025/03/19 07:45:12,20776,16325661,16325643.73,24.05,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370313,2025/03/19 07:45:13,20776,16325661,16325666.22,22.49,,,,,,-72.81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370314,2025/03/19 07:45:14,20777,16325688,16325684.71,18.49,,,,,,-72.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370331,2025/03/19 07:45:31,20782,16325868,16325872.27,187.56,,,,,,-66.31,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370332,2025/03/19 07:45:32,20783,16325894,16325890.58,18.31,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370349,2025/03/19 07:45:49,20788,16325994,16325994.44,103.87,,,,,,-69.85,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370350,2025/03/19 07:45:50,20789,16325997,16325996.53,2.09,,,,,,-69.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370367,2025/03/19 07:46:07,20794,16326029,16326029.14,32.61,,,,,,-64.91,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370368,2025/03/19 07:46:08,20794,16326029,16326029.91,0.77,,,,,,-64.43,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370369,2025/03/19 07:46:09,20794,16326029,16326030.68,0.77,,,,,,-63.95,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370370,2025/03/19 07:46:10,20794,16326029,16326031.44,0.77,,,,,,-63.47,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370371,2025/03/19 07:46:11,20794,16326029,16326032.21,0.77,,,,,,-63.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370372,2025/03/19 07:46:12,20794,16326029,16326032.97,0.77,,,,,,-62.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370373,2025/03/19 07:46:13,20798,16326037,16326033.74,0.77,,,,,,-62.04,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370374,2025/03/19 07:46:14,20798,16326037,16326034.51,0.77,,,,,,-61.56,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370375,2025/03/19 07:46:15,20798,16326037,16326035.27,0.77,,,,,,-61.08,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370376,2025/03/19 07:46:16,20798,16326037,16326036.04,0.77,,,,,,-60.60,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370377,2025/03/19 07:46:17,20798,16326037,16326036.80,0.77,,,,,,-60.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370396,2025/03/19 07:46:36,20804,16326051,16326053.64,16.84,,,,,,-62.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370397,2025/03/19 07:46:37,20804,16326051,16326057.30,3.66,,,,,,-63.15,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370398,2025/03/19 07:46:38,20804,16326051,16326060.96,3.66,,,,,,-63.81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370399,2025/03/19 07:46:39,20804,16326051,16326064.63,3.66,,,,,,-64.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370400,2025/03/19 07:46:40,20807,16326084,16326068.29,3.66,,,,,,-65.14,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370401,2025/03/19 07:46:41,20807,16326084,16326071.95,3.66,,,,,,-65.81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370402,2025/03/19 07:46:42,20807,16326084,16326075.61,3.66,,,,,,-66.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370403,2025/03/19 07:46:43,20807,16326084,16326079.28,3.66,,,,,,-67.14,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370404,2025/03/19 07:46:44,20807,16326084,16326082.94,3.66,,,,,,-68.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370405,2025/03/19 07:46:45,20807,16326084,16326084.00,1.06,,,,,,-67.18,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370406,2025/03/19 07:46:46,20807,16326084,16326084.00,0.00,,,,,,-66.02,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370407,2025/03/19 07:46:47,20807,16326084,16326084.00,0.00,,,,,,-64.86,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370408,2025/03/19 07:46:48,20809,16326084,16326084.00,0.00,,,,,,-63.70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370409,2025/03/19 07:46:49,20809,16326084,16326084.00,0.00,,,,,,-62.54,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370410,2025/03/19 07:46:50,20809,16326084,16326084.00,0.00,,,,,,-61.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370411,2025/03/19 07:46:51,20809,16326084,16326087.86,3.86,,,,,,-61.82,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370412,2025/03/19 07:46:52,20809,16326084,16326093.65,5.78,,,,,,-63.06,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370413,2025/03/19 07:46:53,20809,16326084,16326099.43,5.78,,,,,,-64.29,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370414,2025/03/19 07:46:54,20809,16326084,16326105.21,5.78,,,,,,-65.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370415,2025/03/19 07:46:55,20809,16326084,16326111.00,5.78,,,,,,-66.75,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370416,2025/03/19 07:46:56,20812,16326145,16326116.78,5.78,,,,,,-67.99,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370417,2025/03/19 07:46:57,20812,16326145,16326122.57,5.78,,,,,,-69.22,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370418,2025/03/19 07:46:58,20812,16326145,16326128.35,5.78,,,,,,-70.45,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370419,2025/03/19 07:46:59,20812,16326145,16326134.13,5.78,,,,,,-71.68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370420,2025/03/19 07:47:00,20812,16326145,16326139.92,5.78,,,,,,-74.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370421,2025/03/19 07:47:01,20812,16326145,16326154.47,14.55,,,,,,-74.01,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370422,2025/03/19 07:47:02,20812,16326145,16326232.70,78.24,,,,,,-74.12,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370423,2025/03/19 07:47:03,20812,16326145,16326310.94,78.24,,,,,,-74.24,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370424,2025/03/19 07:47:04,20812,16326145,16326389.18,78.24,,,,,,-74.35,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370425,2025/03/19 07:47:05,20812,16326145,16326467.42,78.24,,,,,,-74.46,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370426,2025/03/19 07:47:06,20815,16326850,16326545.66,78.24,,,,,,-74.57,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370427,2025/03/19 07:47:07,20815,16326850,16326623.89,78.24,,,,,,-74.68,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370428,2025/03/19 07:47:08,20815,16326850,16326702.13,78.24,,,,,,-74.79,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370429,2025/03/19 07:47:09,20815,16326850,16326780.37,78.24,,,,,,-75.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370430,2025/03/19 07:47:10,20815,16326850,16326862.49,82.13,,,,,,-74.97,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370431,2025/03/19 07:47:11,20815,16326850,16326976.07,113.58,,,,,,-74.70,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370432,2025/03/19 07:47:12,20815,16326850,16327089.65,113.58,,,,,,-74.44,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370433,2025/03/19 07:47:13,20815,16326850,16327203.23,113.58,,,,,,-74.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370434,2025/03/19 07:47:14,20818,16327699,16327316.81,113.58,,,,,,-73.90,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370435,2025/03/19 07:47:15,20818,16327699,16327430.39,113.58,,,,,,-73.63,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370436,2025/03/19 07:47:16,20818,16327699,16327543.97,113.58,,,,,,-73.37,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370437,2025/03/19 07:47:17,20818,16327699,16327657.54,113.58,,,,,,-73.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370456,2025/03/19 07:47:36,20824,16328221,16328229.92,572.38,,,,,,-71.24,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370457,2025/03/19 07:47:37,20824,16328221,16328244.50,14.58,,,,,,-71.64,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370458,2025/03/19 07:47:38,20824,16328221,16328259.08,14.58,,,,,,-72.04,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370459,2025/03/19 07:47:39,20824,16328221,16328273.65,14.58,,,,,,-72.44,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370460,2025/03/19 07:47:40,20826,16328331,16328288.23,14.58,,,,,,-72.83,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370461,2025/03/19 07:47:41,20826,16328331,16328302.81,14.58,,,,,,-73.23,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370462,2025/03/19 07:47:42,20826,16328331,16328317.38,14.58,,,,,,-74.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370463,2025/03/19 07:47:43,20826,16328331,16328339.38,21.99,,,,,,-74.81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370464,2025/03/19 07:47:44,20827,16328517,16328466.34,126.96,,,,,,-92.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370465,2025/03/19 07:47:45,20827,16328517,16328528.45,62.11,,,,,,-90.97,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370466,2025/03/19 07:47:46,20827,16328517,16328547.51,19.06,,,,,,-89.27,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370467,2025/03/19 07:47:47,20827,16328517,16328566.57,19.06,,,,,,-87.56,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370468,2025/03/19 07:47:48,20827,16328517,16328585.63,19.06,,,,,,-85.85,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370469,2025/03/19 07:47:49,20827,16328517,16328604.68,19.06,,,,,,-84.15,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370470,2025/03/19 07:47:50,20830,16328718,16328623.74,19.06,,,,,,-82.44,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370471,2025/03/19 07:47:51,20830,16328718,16328642.80,19.06,,,,,,-80.73,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370472,2025/03/19 07:47:52,20830,16328718,16328661.86,19.06,,,,,,-79.03,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370473,2025/03/19 07:47:53,20830,16328718,16328680.91,19.06,,,,,,-77.32,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370474,2025/03/19 07:47:54,20830,16328718,16328699.97,19.06,,,,,,-74.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370511,2025/03/19 07:48:31,20837,16330382,16330383.32,1683.35,,,,,,-66.38,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370512,2025/03/19 07:48:32,20838,16330437,16330420.99,37.67,,,,,,-82.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370530,2025/03/19 07:48:50,20844,16331261,16331228.23,807.24,,,,,,-78.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370531,2025/03/19 07:48:51,20844,16331261,16331281.72,53.49,,,,,,-77.11,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370532,2025/03/19 07:48:52,20844,16331261,16331318.59,36.87,,,,,,-75.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370533,2025/03/19 07:48:53,20844,16331261,16331355.46,36.87,,,,,,-73.94,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370534,2025/03/19 07:48:54,20844,16331261,16331392.33,36.87,,,,,,-72.35,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370535,2025/03/19 07:48:55,20846,16331540,16331429.20,36.87,,,,,,-70.77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370536,2025/03/19 07:48:56,20846,16331540,16331466.07,36.87,,,,,,-69.18,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370537,2025/03/19 07:48:57,20846,16331540,16331502.95,36.87,,,,,,-67.59,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370538,2025/03/19 07:48:58,20846,16331540,16331539.82,36.87,,,,,,-66.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370564,2025/03/19 07:49:24,20855,16331642,16331645.14,105.33,,,,,,-66.01,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370565,2025/03/19 07:49:25,20856,16331661,16331651.51,6.36,,,,,,-64.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370566,2025/03/19 07:49:26,20856,16331661,16331657.87,6.36,,,,,,-61.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370567,2025/03/19 07:49:27,20856,16331661,16331678.40,20.53,,,,,,-61.76,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370568,2025/03/19 07:49:28,20856,16331661,16331712.66,34.26,,,,,,-63.25,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370569,2025/03/19 07:49:29,20856,16331661,16331746.92,34.26,,,,,,-64.74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370570,2025/03/19 07:49:30,20858,16331868,16331781.18,34.26,,,,,,-66.23,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370571,2025/03/19 07:49:31,20858,16331868,16331815.44,34.26,,,,,,-67.71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370572,2025/03/19 07:49:32,20858,16331868,16331849.71,34.26,,,,,,-70.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370573,2025/03/19 07:49:33,20858,16331868,16331872.29,22.58,,,,,,-70.04,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370574,2025/03/19 07:49:34,20858,16331868,16331881.48,9.20,,,,,,-70.14,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370575,2025/03/19 07:49:35,20858,16331868,16331890.68,9.20,,,,,,-70.23,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370576,2025/03/19 07:49:36,20858,16331868,16331899.88,9.20,,,,,,-70.33,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370577,2025/03/19 07:49:37,20858,16331868,16331909.07,9.20,,,,,,-70.42,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370578,2025/03/19 07:49:38,20861,16331965,16331918.27,9.20,,,,,,-70.52,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370579,2025/03/19 07:49:39,20861,16331965,16331927.47,9.20,,,,,,-70.61,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370580,2025/03/19 07:49:40,20861,16331965,16331936.66,9.20,,,,,,-70.71,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370581,2025/03/19 07:49:41,20861,16331965,16331945.86,9.20,,,,,,-70.80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370582,2025/03/19 07:49:42,20861,16331965,16331955.06,9.20,,,,,,-70.90,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370583,2025/03/19 07:49:43,20861,16331965,16331964.26,9.20,,,,,,-71.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370584,2025/03/19 07:49:44,20861,16331965,16331966.36,2.10,,,,,,-69.77,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370585,2025/03/19 07:49:45,20861,16331965,16331967.83,1.48,,,,,,-68.43,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370586,2025/03/19 07:49:46,20861,16331965,16331969.31,1.48,,,,,,-67.08,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370587,2025/03/19 07:49:47,20864,16331976,16331970.78,1.48,,,,,,-65.74,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370588,2025/03/19 07:49:48,20864,16331976,16331972.26,1.48,,,,,,-64.40,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370589,2025/03/19 07:49:49,20864,16331976,16331973.73,1.48,,,,,,-63.06,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370590,2025/03/19 07:49:50,20864,16331976,16331975.21,1.48,,,,,,-61.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370591,2025/03/19 07:49:51,20864,16331976,16331976.00,0.79,,,,,,-61.16,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370592,2025/03/19 07:49:52,20864,16331976,16331976.00,0.00,,,,,,-61.49,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370593,2025/03/19 07:49:53,20865,16331976,16331976.00,0.00,,,,,,-62.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370618,2025/03/19 07:50:18,20873,16332064,16332064.00,88.00,,,,,,-60.80,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370619,2025/03/19 07:50:19,20873,16332064,16332064.00,0.00,,,,,,-65.17,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370620,2025/03/19 07:50:20,20874,16332064,16332064.00,0.00,,,,,,-72.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370621,2025/03/19 07:50:21,20874,16332064,16332064.00,0.00,,,,,,-72.15,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370622,2025/03/19 07:50:22,20874,16332064,16332064.00,0.00,,,,,,-72.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370623,2025/03/19 07:50:23,20874,16332064,16332064.00,0.00,,,,,,-72.81,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370624,2025/03/19 07:50:24,20876,16332064,16332064.00,0.00,,,,,,-73.14,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370625,2025/03/19 07:50:25,20876,16332064,16332064.00,0.00,,,,,,-73.47,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370626,2025/03/19 07:50:26,20876,16332064,16332064.00,0.00,,,,,,-74.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370644,2025/03/19 07:50:44,20882,16332108,16332106.31,42.31,,,,,,-67.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370645,2025/03/19 07:50:45,20882,16332108,16332108.32,2.00,,,,,,-67.48,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370646,2025/03/19 07:50:46,20882,16332108,16332109.11,0.79,,,,,,-68.66,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370647,2025/03/19 07:50:47,20882,16332108,16332109.90,0.79,,,,,,-69.85,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370648,2025/03/19 07:50:48,20882,16332108,16332110.69,0.79,,,,,,-71.03,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370649,2025/03/19 07:50:49,20884,16332114,16332111.48,0.79,,,,,,-72.22,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370650,2025/03/19 07:50:50,20884,16332114,16332112.27,0.79,,,,,,-73.41,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370651,2025/03/19 07:50:51,20884,16332114,16332113.06,0.79,,,,,,-74.59,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370652,2025/03/19 07:50:52,20884,16332114,16332113.85,0.79,,,,,,-76.00,,,,
f1c+84864183@careactive.ai,g3mr-samson:TPU,80:6F:B0:7B:93:0E,1742370653,2025/03/19 07:50:53,20885,16332123,16332119.06,5.20,,,,,,-69.00,,,,
